topic,alligator,ant,babybeluga,bear,bee,bird,birdie,bunny,butterfly,cat,caterpillar,cheetah,chicken,chickens,chicky,cow,crab,cricket,crocodile,deeno,deer,dino,dinosaur,dinosaurs,dog,doggy,donkey,dragon,duck,duckling,ducky,elephant,fish,fishy,fox,frog,frogger,froggy,giraffe,goat,goldfish,goose,gummybear,hippo,horse,horsey,jellyfish,kangaroo,kitty,kittycat,ladybug,lamb,lamby,lion,llama,monkey,monkeys,mouse,octopus,orca,owl,peacock,peep,penguin,pig,piggy,pony,puppy,rabbit,raccoon,reindeer,robin,scuttlebug,shark,sheep,skunk,snail,snake,snowleopard,spider,squirrel,teddy,teddybear,tiger,trex,turkey,turtle,whale,wonderpets,wormy,wubba,wubby,zebra
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,5.44E-06,0,8.04E-05,0,0,0,0,0,0,0,0,0,0,0,2.18E-05,0,0,0,0,4.80E-05,0.000110115,0,0,0,0,3.36E-05,0,0.000130921,0,0,0,0,0,0,0,0,0,1.68E-05,0,0,0,2.35E-05,0,0,0,0,3.74E-05,0,3.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,9.09E-05,0,0,0,0,0,0,0,0,0,0,4.29E-05,0,0,0,6.25E-05,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,3.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012033492,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121818,0,0,8.60E-07,0,0,0,0,0,4.76E-05,0,0,0,0,0,0,0,1.05E-05,0,0,0,0,0,0,0,0,0,2.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0.000115023,0,8.53E-06,0,0,0,0,0,9.70E-05,0,0,0,7.35E-05,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112705,2.76E-05,0,0,0,0,0,0,0,0,0,5.33E-05,0,0,0,0.000549465,0,0,0,0,0,0.000162099,0,0,0,0,0.000103731,0,0,0,0,0,8.81E-05,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000896452,0,0,0,0.000677332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4.91E-06,0,0,3.84E-05,0,8.02E-06,0,0,0,0,0,0,0,0,0,0,0,2.34E-05,0,0,0,0,0,0,1.62E-05,0,0,0,0,0,0,6.87E-05,1.97E-05,0,1.78E-05,0,0,0,2.58E-05,0,0,0,0,0,0.000287188,0,0,0,0,0,0,0,0,8.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145044,1.02E-05,0,0,0,0,1.47E-05,0,2.00E-05,0,0.00020665,0,5.06E-05,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0.00011683,0,0,0,3.75E-05,0,0,0,0,0.000104225,3.94E-06,0,0,2.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80E-05,0,0,0,0,0,6.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315826,0,0,0,0,0,0,0,0,0,0.000147441,0,0,0,0,0,0,0,0,0,0,4.32E-05
