"topic","airplane","bicycle","bike","boat","bus","car","carcar","convertible","digger","engine","firetruck","helicopter","motorcycle","scuttlebug","ship","shoppingcart","tractor","train","trolley","truck","van","wagon"
"1","0.0082637575405544797","0.0060936942915074876","0.0001562453331060253","0.013197355919060792","0.0096988702968255694","0.015224921581598666","8.5334419521867465e-07","6.6011275850701697e-06","0.00013739672427527858","0.00043548350078597851","0.0037062545469346668","0.0057125850199732245","0.012314752347073771","0","0.00013202284998786189","0","0.01534141139117152","0.01412708613223523","0.00026876502963154702","0.010935709051081753","0.00023377051054901589","0.0001034939604708434"
