"topic","animalcrackers","apple","applesauce","avocado","bacon","bagel","banana","beans","beets","blueberries","bread","broccoli","bunny","burrito","butter","cake","candy","cantaloupe","carrot","carrots","cereal","cheerios","cheese","chexmix","chicken","coffee","cookie","corn","cracker","edamame","egg","eggs","eggy","fruit+snacks","goldfish","grapes","greenbeans","ham","hotdog","icecream","juice","juicebox","ketchup","mango","meat","milk","muffie","muffin","mummum","noodles","oatmeal","olives","orange","orzo","pancake","pancakes","pasta","peaches","peanutbutter","pear","pears","peas","peep","pepper","pepperoni","pickle","pizza","potatoes","pouch","pretzel","prunes","puffs","pumpkin","raisin","raisins","rice","sandwich","smoothie","spaghetti","squash","steak","stormtrooper","strawberries","strawberry","sweetpotato","sweetpotatoes","teddy","teddybear","teddygrahams","toast","tofu","tortellini","turkey","waffles","water","watermelon","yogurt"
"27","0","8.2925558057188998e-05","6.8276906226083655e-07","0","3.2769342716369842e-07","0","2.1927037635650271e-05","4.8277413128322229e-06","5.7550887569284713e-08","2.0202504374657449e-06","6.6524762847695008e-05","0","0.00022844320134925001","0","5.6675898738682558e-05","0.00022550982785089925","9.9501538900313502e-05","0","8.047660102148575e-06","1.8819915163583505e-06","8.5235741988134813e-05","2.211487298711931e-06","0.00021468330464775217","0","0.00012023947408534167","0.00020994029088456967","0.00016694153638772917","1.9412734706450023e-05","3.4403936887319192e-05","0","8.3376457780585584e-05","0.00025023023752269942","0","0","3.254974489152534e-06","0","0","3.2099415113008503e-07","0","0.00011621228701096838","0.00026280463603793283","0","0","0","7.9636684090763902e-06","0.00078201350553071649","0","1.1312205875124849e-05","0","5.3886192367616721e-05","4.9609049091812864e-06","0","0.00050706124947655579","0","5.1731967461317394e-05","8.1018527542473741e-06","0","6.2873598698532124e-07","0","1.7731920399173484e-06","4.5978528350323445e-06","1.5542949530711335e-06","8.4102130737726636e-05","6.2516810194984802e-06","0","5.5608620316579176e-07","4.3513726863599029e-05","5.7980623360854429e-06","4.6096997029215503e-07","6.8365456820611931e-06","0","0","0.00039494570651766778","5.6316070961108664e-06","3.2810706189327229e-07","9.0984939333463926e-06","4.6590875567628416e-05","3.427845450937834e-06","8.3748698157537034e-07","3.1348058815509993e-07","4.5594434220582156e-07","0","1.3645924233564661e-08","8.749036584593572e-07","0","0","3.7266299808936885e-05","0","0","1.4679942756147243e-05","0","0","1.3430970901276753e-05","0","0.0012347554397872801","6.6434282932769415e-06","1.3940232438736434e-05"
"28","0","0.00083601376754622529","2.8879761316837513e-06","0","0.00021648359733553174","1.3138880962521474e-05","0.0010223663627779891","0.00012722597330232243","0","0","0.0025485017335192257","0","9.744146022909472e-05","0","0.0039043776902929293","0.0013874654323095268","0.00059080291058601932","5.5637654872309554e-07","0.00043157367967446632","0.00017850921965192011","0.00041558104112372497","1.1477426319797053e-05","0.00077260720125125158","0","0.00062043587166380767","0.0015804779802734339","0.0011058459438359177","0.0022158241928403161","0.00014019314696019853","0","0.00078330748698888001","0.0006361490751465767","1.2826523824734926e-05","0","1.8999367293316179e-05","0.00028881924343604357","0","2.4776113673997598e-05","0","1.2643199922779551e-05","0.0050487079832442728","0","0.0033714132906914399","0","0.0019766360368979881","0.0095865859306204504","0","0.00017891798612290564","0","3.1907215481421448e-05","3.5749518823672594e-07","1.9974704817585158e-06","0.0007514247465827984","2.7163506935315501e-06","8.2332387860067818e-05","6.5854468455938506e-05","0","2.146107233704537e-06","0","4.4141035310008745e-05","1.2902424714572267e-05","0.0025052476217463076","3.7019287477652535e-07","0.00044184026050206852","0","3.3660091684816097e-05","0.00052033872429103846","0.0005229393581653659","0","5.9496273846746838e-06","0","0","0.00025356613308771987","0.0001518531694415695","1.4464899978537709e-05","0.00060299741473098954","0.0042486624489272993","9.4847665888412635e-06","0.00015658333917267558","2.1383805023999734e-05","4.6498980004522107e-05","0","2.8625623913059052e-05","7.7702837560258734e-06","0","0","2.9032284763451598e-05","0","0","0.0017166003427337726","0","1.0969165529057502e-08","0.00010867780032902937","0","0.0021769493040573662","1.3972442440681026e-06","0.00012802976642748101"
"29","0","0.00039234135763174777","0","0","0","0","6.4899494941035398e-05","0","0","0","0.00023079315661109161","0","0.00017674530377625577","0","0.00011227104341574826","0.0002118737938177582","0.00017326441050035662","0","0.0001390298849291121","1.3612339895965394e-05","0.00022092669708139367","6.4437419102670229e-07","0.00030988788277309145","0","0.00017804703817371411","6.234805317677053e-05","0.00041859844523318491","0.00042453183484589485","0.00055038342372412826","4.0489712822357487e-07","0.00048626104301045721","0.00018723847940161457","0","0","9.4235717819952517e-06","0.0010698596933487205","0","0","0","2.5380722839058481e-07","0.00078107742799587575","0","0","0","9.9072052241353133e-05","0.0010175878512131069","0","0","0.00057878440356846157","0","0","0","6.0361323189372129e-05","0","0","0","0","0","0","0","0","0","0.0018368708302038247","1.9524576085768324e-05","1.1401824492280496e-05","5.7360681462445446e-05","0","0","0","0","0","0","0.00015964698646717804","0","0","1.2685070032886536e-05","0.00011285028320368291","4.7196338843551027e-06","0","0","0","0","0","2.7667360805275567e-05","0","0","0.00013236712681002265","0","0","0","0","0","2.7032294303370965e-05","0","0.0010758881832742568","0","0"
"30","0","0.00014427765244273274","0","0","0","0","0.0002912579237839911","1.3547160536455643e-06","0","0","0.00012209935101963214","0","0.00065018008596309568","0","5.9187656188279204e-05","0.00027129900147854685","0.00012543986460408763","0","4.0634177307680187e-05","1.308323879110391e-05","0.00031092540947235141","1.2577923670844172e-05","0.00087090014966508217","0","0.00019951415385354866","0.0005533558558853183","0.00017778281836439177","3.6893655011500701e-05","4.1564643440142358e-05","0","0.00020973218336614832","0.00023505539013963755","0","0","1.4457061409636474e-08","1.5936500963057492e-06","0","1.0817670269365525e-05","0","0","0.00053840383324484542","0","0.00014364751792715136","0","8.0625567525317805e-05","0.0011260111737278929","0","3.5076851208803532e-06","0","1.7648517651861234e-05","0","0","0.00030379077151225991","0","2.73275708393694e-05","1.3985856696944557e-06","0","2.0520764446274964e-07","0","0","1.6057842052344322e-06","5.9567635205763916e-07","0","5.1822184005446718e-06","0","2.6336508012303794e-06","0","4.5489109404635473e-06","0","2.1271080482400083e-07","0","0","0.00012632351893959205","2.3584056123691329e-07","3.490603982618774e-06","8.2746131294455868e-06","5.7432111013136524e-05","0","1.6457611719347958e-05","8.4832513037319117e-07","0","0","1.6665544285795293e-06","1.2343740983594896e-07","0","0","2.7472590998547905e-05","0","0","9.6440728274423858e-05","0","0","1.8333483702534331e-05","0","0.0012341673603886059","0","5.5933050548190457e-07"
"31","0","3.4140629797815694e-05","0","0","0","0","2.7798465504961628e-05","6.3892045781081721e-06","0","0","0.00030190026161983085","0","6.4065299166966635e-05","0","0.0011741174043716151","0.0015045432453330361","7.881486532570567e-05","0","0.00029893303587491993","1.001977448908873e-06","6.5304473639111815e-05","0","0.00035498227451869613","0","0.00084594537261061832","0.00034210631545578308","0.0010458106133385651","5.2969848353191226e-06","0.0001582554679544428","0","4.4348452815645694e-05","4.8111574017672886e-05","0","0","0","0","0","4.4585387872838381e-06","0","0","0.001335373641192427","0","0","0","1.3011366236556552e-05","0.00057897121499245272","0","4.8999417245410612e-07","0","6.1743776205297025e-06","0","0","0.00039559407256266284","4.1304426379835117e-08","2.0949425787264977e-08","0","0","0","0","0","0","0","0","6.6681702997855669e-05","0","0","0","6.8922054426057699e-06","0","0","0","0","7.0112727264669808e-06","0","0","0.00012636765014681803","5.5233441575751955e-05","0.00020516973771830021","1.8236860916602972e-06","0","0","0","0","0","0","0","3.9216377819873571e-06","0","0","2.6585878013284914e-05","0","0","0","0","0.0019139809920899827","0","0"
"32","0","0.0010473975394075265","0","8.382593662945028e-06","1.4595355271945191e-05","0","0.00081071233937882463","0.00011295586813456787","0","0","0.00046153506131165801","0.00054866706955979821","0.00094807864508387172","0","0.00074053129759219882","0.00040815307311548786","0.00017902828292351981","2.3297373070407501e-05","8.246769389530502e-05","9.1542774925397951e-05","0.00060315028131298354","3.1779036723951488e-06","0.0011072157525309923","0","0.00035010204634325446","0.0012142039852638007","0.00058591529640467327","6.289117096106428e-05","0.0004632576443628695","0","0.00064654235521991777","0.00021721862363929302","0","0","1.3281217940230374e-05","0.00026836953322887508","0","3.2619944412183216e-05","2.6943476571321352e-07","1.1635455459890698e-07","0.00078088505984636564","0","0.00046337488033678379","5.6310262199692244e-05","0.00036875872771809695","0.0041095133872805336","0","8.8636486365462701e-06","0","3.3950477395708067e-05","0.00025012403110710361","0","0.0014200606796636863","1.2194973946375985e-05","6.1128298362943457e-05","0.00012535959030860971","0","5.9689622242532183e-07","0","4.8032702641422988e-05","1.3016255902589092e-05","1.301159453466693e-05","1.5839046707266281e-05","2.8413390367255218e-05","0","0.00078171224730119184","5.3235346694600357e-05","0.0003540406768049295","0","2.7610222739226231e-05","0","0","5.4910285336123281e-05","8.1036013377355187e-05","6.981958126621248e-05","3.8460075525068337e-05","0.00010190937233550286","3.4862941480273549e-05","1.9263449600790891e-05","6.4017960414528261e-08","1.7975124545771381e-05","0","0.00012609054641515147","0.00019904547406575591","0","0","0.00023409685209335135","0","0","0.00060140901990926024","0.0014314013561766649","0","0.00022097810987851835","0","0.00090606987663513256","1.5927019901198393e-06","0.00013382852522683127"
"33","0","0.0001056855989678499","8.7705325108171565e-08","6.1268186570121614e-08","1.2686745331874951e-05","0","5.5623422449883078e-05","4.9424135362779348e-05","0","0","0.0001172504780489423","0","7.011635716107718e-05","0","5.8074439640590799e-05","0.00040892492422493401","0.0004029358906182425","0","4.9957353844504142e-05","2.7736797590348242e-05","9.2472321272665567e-05","4.4372411984157494e-06","0.00018946793963514348","0","0.00022852703070037317","0.0001709076745889609","2.7098435066968116e-05","0.00012483929932904125","2.2384815450626479e-06","0","0.00013218060585700736","0.00038329208590247662","0","0","3.1275796167606505e-06","2.8166880849032651e-05","0","1.9451492670475702e-05","0","1.3946829579828102e-05","0.00019332448412776263","0","6.5643875515872238e-05","0","0.00054381234079861087","0.00061885995372042244","0","1.7000685692934542e-06","0","1.9985593780549932e-05","2.9729509231913749e-06","1.0313636183352182e-07","0.00035227589484461435","0","3.5414342560286368e-05","8.7356048612094271e-05","0","9.986885799372187e-07","0","8.1376197823068248e-06","4.3333834658825087e-06","1.932264639283117e-05","2.0594253353680085e-06","4.0617689508339268e-06","6.2731413590145467e-08","3.1980082252919023e-05","0.00020933380538642777","3.2200173960401263e-05","0","2.19825091027023e-06","0","0","6.0109979676599877e-05","4.6091568836249601e-07","2.1712155460465719e-06","3.2265277013393557e-05","0.00015989338510323655","5.1388277197028706e-06","0.00012485123163885126","2.8197461056951444e-06","3.5751137681832665e-08","0","1.8834232376134542e-05","2.5333342835329742e-05","0","0","7.1835796221278084e-05","0","0","1.7440775209841109e-05","0","0","4.2190606022686821e-05","0","0.0022653279198720675","1.3702700036332409e-05","7.1263718379041775e-06"
"34","0","0.0067745721832240388","0","0","1.0735067443006792e-06","0","0.0018351838195031058","5.5564796356014205e-06","0","0","8.3869287769815999e-05","0","0.0025518765148564541","0","0.00014213791015801745","0.00044595988391008597","0.00015302637321234998","0","0.000412313225513502","4.8181785634176568e-05","0.00021997948816306455","1.851836338667039e-06","0.001028455610501428","0","0.00038396553970105604","0.00086687896730337744","0.00097046548568081262","0.00017476591507270279","7.5180778860442566e-05","0","0.00013310650556035884","3.8775692389087309e-05","0","0","4.2344888327248708e-05","9.8313938171483282e-05","0","0","0","0","0.0046495984527629057","0","0","0","3.929805757217749e-06","0.00066869505370688049","0","2.5713020092711219e-05","0","1.6890233495318008e-07","0","0","0.00078435479333913377","0","3.6727520226008327e-07","1.8845052042008956e-06","0","0","0","0.0011001144532014229","1.8330300352236401e-05","5.8525240133735087e-05","0","8.9141115935922428e-06","0","0","0","6.9186096298257117e-06","1.0142401427154518e-05","1.6223845008496423e-07","0","0","0.00033684751210296559","0","0","3.2124380099636024e-05","8.8974544743536065e-05","3.5714760202276526e-07","9.2612165777875274e-05","9.7668339134925275e-07","0","0","0","8.6813082839716109e-05","0","0","0.0040627116493186502","0","0","6.97911489006806e-07","0","0","0.00012922442700889463","0","0.00083090340111677545","0","0.00013819236517103133"
"35","0","0.00042881050388982788","1.0974078863291382e-08","0","0","0","0.00076685596129969435","2.1226679481584855e-05","0","0.00046098776831193105","0.00038883294750895561","0.00010853589164072994","0.0008900360425547905","0","0.00012464650967450894","0.00046900150056177771","0.00015981653035480474","0","2.8658947076884768e-06","1.665732668852724e-05","0.0014362327251477194","0.00013462310797124298","0.0021176551120753689","0","0.00029050080678872563","0.00042739565419373207","0.00054989917409943275","8.0175719828458583e-05","0.00011200268916291816","0","0.00058405833710287289","0.0013988721834590453","0","0","0","0.00057887341600337079","0","0","0","0","0.001183172258184982","0","0","5.9959114582223228e-08","3.7226864252150627e-06","0.0012236378340013867","0","0","0","3.7938753819618822e-05","7.5397506417812168e-05","0","0.0010278381332795127","0.000173678631750236","1.053453071508759e-06","3.8689780383063912e-06","0","8.3324566664748196e-05","0","0","0","0","0","1.4613673745459423e-05","8.371470343695223e-08","0","4.1073365527681756e-05","2.7731926563358073e-07","0","1.0409115714595386e-05","0","0","0.00038217832183554508","7.4196225288122346e-07","5.5920690650767737e-05","0.00016060739924958831","0.00018568282155245706","0.00010550339330611819","2.0903014473104796e-05","0","0","0","0","3.4354704212080793e-06","0","0","2.325987170949307e-05","0","0","5.7024548103087251e-05","0","0","7.546633491512086e-07","3.5853677522134065e-07","0.0022553478073460359","0","0.036398204044608841"
"36","0","0.00018381497098209396","0","0","0","0","3.3021957161232402e-05","0","0","0","0.00037057022084486737","0","0.0013919890669046224","0","0.00018307470326298669","0.00089966976985264753","4.0290282109925586e-06","0","2.146782951493823e-07","4.1919399236164679e-05","0.00012951000705642193","1.1008207294508954e-06","0.00021053015259900118","0","6.6956836001981983e-05","1.0182689573602536e-05","0.00013749294330840279","1.3503948928304506e-05","2.9724146449980268e-05","0","0.0003204809757630017","0.0078587959439057765","0","0","1.1219864227996245e-07","0.00018414702070480371","0","5.4575678443607749e-05","0","0","0.0005208565788794087","0","0","0","8.7496062046586819e-07","0.00014322624581706613","0","6.2429667026854223e-05","0","1.1868105451233234e-06","0","0","0.00022817403723487909","2.6707791802561821e-05","2.0700032299281142e-06","0","0","6.0747061209275271e-05","0","0","1.2862336790260546e-07","2.5930667541224133e-06","0","6.1831024467558058e-08","0","0","0","0","0","3.7232799200848507e-07","0","0","0.00012110963208247619","0","0","2.2271816161144823e-05","7.815807856326728e-06","1.3222473571755905e-05","1.7835596325132866e-07","0","6.0051696928345844e-06","0","0","0","0","0","9.1947600958603091e-05","0","0","0.00017777021287914186","0","0","1.068916922186964e-07","0","0.0039906258682628924","0","0"
"37","0","9.3443140867773101e-05","0","0","1.8895015705621304e-05","0","6.9116562076754898e-05","6.2219512571079258e-05","0","0","0.00033530303720270111","3.0843671344297566e-06","0.00028885849127739395","0","0.00023249197288048603","0.00032777158995129222","0.00020989155322940537","0","2.2187674264933803e-05","1.6531475613724269e-05","0.00025252469550545722","0","0.00029159332416803192","0","0.00044591372077018999","0.0006438281915315578","0.00038102998262626634","0.00017474354194180531","4.2182342012082504e-05","0","0.00010005701891452851","0.00019633762498221419","0","0","5.6565203300216745e-08","9.4541099667760984e-05","0","1.2095949415731854e-05","0","1.8060076619452746e-08","0.00050542312939328305","0","7.0233085712272529e-05","0","0.00025329797803066973","0.0012058810354098623","0","0","0","1.521721999250761e-08","0.0010080508948448279","0","0.00069375003625950693","0","6.2067478655796396e-05","5.5645951342613458e-05","0","2.3936324006754665e-06","0","4.0396633551140401e-05","5.5070831585708598e-05","2.2952475130165141e-06","0","2.899733706753956e-05","2.5708198059434074e-07","1.5385693873825838e-06","3.9056833151240557e-05","6.2880902022833361e-05","0","5.2564535187579256e-06","0","0","0.00042550527594970185","0","1.7908561604428628e-06","4.1967532579645532e-05","0.00013828344926380092","3.8137946452176601e-06","0.00012086847443391159","0","0","7.2279655645669709e-06","8.4638871354515609e-06","5.4508397354232372e-07","0","0","8.4651036126529068e-05","0","0","0.00012674267171368104","0","0","6.6808721924459328e-05","0","0.0012451685382502801","0","1.1984857962385204e-05"
"38","0","0.00028342715306077472","0","3.3825095467879417e-06","4.5977419546351421e-06","0","0.00018188372305907692","3.3636496816086969e-05","0","0","0.00036599100787243141","1.5424237585054897e-08","0.00023568498228092988","0","0.00015163999025127891","0.00051947633797456809","0.00020431619415929987","0","0.00010274548408312236","9.7893720763011754e-05","0.00011566350276142865","2.9597176921832861e-06","0.00017709888263207701","0","0.00054270700956588185","6.7717736550591422e-05","0.00013721207825438835","1.0590222948777301e-05","2.1029945940370906e-05","0","9.0653588801887226e-05","0.00012539892811074609","2.7019660133060202e-07","0","2.3541682840881038e-05","2.3016866763133487e-06","0","2.4705216949114407e-07","0","1.3019941495032526e-07","0.00051680654972841792","0","1.3955326899234382e-06","0","8.8085332277674743e-05","0.00092875018641760032","1.4683890698930446e-08","1.2224523172630969e-07","0","1.6167691746057842e-07","4.0527577886375001e-07","0","0.00040930241346137696","0","2.3531028033285097e-05","6.0451249927213095e-06","0","1.5372659711853147e-05","0","4.7989968516671865e-06","3.7050958488079331e-06","6.7233107561630622e-07","0","9.0225412412968845e-05","0","0","0","3.9875099100316935e-05","0","2.5917561775981387e-06","0","0","0.00011895158455216377","9.3874148504643682e-07","1.3946276974293288e-06","1.1309550056209717e-05","2.4597456723593293e-05","0","2.2987402674638767e-07","1.1091757458773274e-06","0","0","4.9963242786776299e-06","2.3648700466471265e-05","0","0","9.0014138427566972e-05","0","0","7.5025666837362517e-05","0","0","5.0594359842684903e-05","0","0.0010948267824227519","0","4.0500889682964486e-07"
"39","0","0.00041769216100410127","1.0243308821100648e-06","0","0","0","6.7048974341849579e-05","3.8057703353669176e-05","0","0","0.00017907739797090513","0","0.00035365349104378695","0","0.00011507638023702883","0.0009864719317555894","0.00050067389417303269","0","6.9389363217370876e-05","2.9843443791737844e-05","5.79289291472651e-05","3.6464097558848583e-07","0.00032752058552517943","0","0.00017656205339145487","0.00017005662804159697","0.00013979100409684445","3.4963408712294379e-05","7.8322711708371802e-05","0","0.00072765984029838835","9.4306479063904202e-05","0","0","1.3881030962866805e-06","3.361478596287743e-05","0","7.3686083905796969e-07","0","1.7440705187781037e-06","0.00020461663422670248","0","1.0785872218012422e-06","0","2.4213223957826697e-05","0.00048672423371532743","0","0","0","3.2246089020221828e-06","2.1177682100182035e-06","0","0.00037200112817529184","5.1171869855994185e-06","4.3368775132966218e-05","8.7391059672787806e-05","0","2.4201059113564274e-05","0","4.7081424610058972e-05","0.00011727708203131404","1.456493947616234e-05","3.3781868290202294e-07","1.472401246990748e-05","0","4.7911325758895921e-05","0","2.1228170546145644e-05","0","1.3471030275673741e-07","0","0","0.0019135121328900026","8.6749632864377477e-08","7.9363389195636915e-07","5.4210597937372397e-05","7.984799157182493e-05","1.1301049351689894e-05","2.0513011768051735e-05","1.7368037519377722e-07","4.2130402972147518e-06","0","5.9890661127576903e-06","1.4610406248257151e-06","0","0","0.00021312283820606079","0","0","3.8774741879881785e-06","0","0","6.9998920749471489e-05","4.9636246369665574e-08","0.0010491127508616778","1.6590408752927809e-05","3.7121828997321831e-05"
"40","0","0.00018546366705050063","0","0","0","0","3.5978774469901737e-05","1.4073006201088388e-06","0","0","6.9140293293139834e-05","0","9.7436539699357559e-05","0","0.00011073895643749621","0.00015506560674007335","0.00015473293683000407","0","4.8856319683231026e-05","0","3.6138511711855789e-05","0","1.7062284328926475e-05","0","0.0012050366938377889","8.6437044593745742e-06","1.4916171466773616e-05","0.00015204881591640777","9.4454824273754572e-05","0","0.0002235087159132356","0.00014269133212084029","0","0","4.8629216158108445e-07","0","0","0","0","0","0.00066471722840626016","0","8.0731746512074764e-08","0","7.3453383701492911e-06","0.00019139961457814277","0","0","0","1.104693472831053e-08","0","0","0.00015858119528150072","0","2.1561328216240622e-08","6.5678282616293692e-06","0","0","0","0","0","4.8579734422294391e-07","0","4.5791546683565498e-05","4.8606583846817412e-07","0","0.00069984236025422294","1.4416192189443053e-06","0","0","0","0","0","0","0","0.00023576934599329696","1.358923425494127e-06","0","0","0","0","0","0","0","0","0","8.7674603289577855e-07","0","0","0","0","0","0","0","0.0012125062817621543","0","0"
"41","0","0.0035982700594510675","3.3020929912753942e-05","0.00011386799134970658","0.00018087298306609676","0","0.00069730700673622452","0.00028493827423289539","2.6379134185971988e-05","7.3343636452576452e-06","0.0042612195611952484","3.3318938544365262e-06","0.00055771328138434968","1.9501483203011965e-08","0.008067395601215584","0.0017341853346913162","0.00038983222341914343","1.8937183025802581e-05","0.00019251612294570394","0.00063058970936961999","0.0021327891100225431","0.00087253219010689645","0.0021718032666347875","0","0.0010063154257071764","0.000621944994846398","0.0011807659886749285","0.0004251857911389668","0.00019675571885422572","0","0.0014657422228327556","0.00082142094720740648","2.7575081970817366e-08","0","5.4781365188793359e-05","0.00012069205126764326","0","0.00033328072473880091","1.4637003410319453e-05","2.9441447445332577e-05","0.0026371205578588795","0","7.4292401820815146e-05","0.00075537254366084966","0.001065882469207525","0.0030554327124581665","0","0.00031847907126349319","0","5.5187089986313382e-05","0.00066992015307211332","0","0.0011218992411264059","2.3997709323446968e-05","7.3080109979218086e-05","0.00011040780585195998","0.0014971865646908457","3.8658910513505868e-05","0","0.00085433640584982513","0.00016470916374236377","0.00062410573679129162","1.0180654296367528e-05","0.00011028001204006042","2.91691639062403e-05","6.9679621541804821e-07","0.00029934729225240044","0.0010669517569955129","0","6.1635038680384079e-05","0","0","0.00035707421161478611","0.0003676134783570794","0.00031291755857032461","0.00035465940795170427","0.00026727474010371591","0.00011045248141906057","0.00026402653341043013","0.00039015972952319159","5.4335838002470103e-07","0","0.00039587334685259264","0.0011070069452382497","0","0","0.00069166896786272637","0","0","0.00051452363610455859","0","0","0.00065018133991603683","1.2380161325476158e-05","0.002731726564163334","8.6837331650657673e-06","0.0010861941177681214"
"42","0","0.00010799043502396204","0","0","0","0","9.6676644782803302e-05","1.6588284180389433e-05","0","0","8.48412851190408e-05","0","0.0010128180401572026","0","7.5985459079226346e-05","0.00046222273165882227","6.139367601375863e-05","0","1.4019086810974737e-07","0.00010189288274279065","3.3811069432574516e-05","0","8.4833435344504186e-06","0","0.0006528459138878032","0.00019619899135531982","9.9784408101732331e-05","0.00027503641487969542","1.087292922675587e-05","0","0.00011921004264663398","0.00020368958750370945","0","0","6.1738376856700353e-08","7.3677735290602662e-05","0","0","0","0","0.0013029117674787938","0","0","0","2.3205312175629875e-05","0.00028525737202432776","0","1.5383347083614352e-08","0","0","3.5338895693887047e-08","0","0.00028079564904016268","4.2221192490569024e-08","5.8339184472562258e-05","5.8165174647310756e-05","0","0","0","0","0","4.363325281266396e-06","0","5.5124135804549063e-06","0","2.0475323578187397e-05","0","1.2870287365553332e-05","0","1.1562090374374034e-07","0","0","4.2410483691417982e-05","3.4225807106581169e-07","7.0508396948765475e-06","4.3302440473982619e-05","2.7070270569875966e-05","6.1433599827629179e-07","4.911946511364719e-06","0","0","0","3.0029510413579375e-06","0.00016081519930478654","0","0","2.0685769274134535e-05","0","0","1.4983786195912833e-05","0","0","2.314186213683311e-05","0","0.0014562407957626007","0","0"
"43","0","0.00042598572447751924","0","0","1.0820606834917807e-08","0","0.00012776090801659668","1.0282144081452423e-05","0","0","0.00040031512053141991","0","0.0020305411817192125","0","0.00046453722054528836","0.00042049604182160219","6.6339915300503836e-05","0","0.00021163754472038336","3.3417558640818841e-05","0.00017349692737979466","0.00038648336719709474","0.00046873647499735241","0","0.00066792566618570403","0.00060862488779144105","0.00035478622474802282","0.00069778030151931955","0.00022821349650637993","0","0.00013779170828439046","0.0013661388998440559","0","0","2.5938443524991963e-06","4.794988816563646e-05","0","4.1300521150534763e-05","0","1.0021695510818228e-07","0.0017476170966306262","0","0","0","7.9181494382922092e-05","0.0013610462643923811","0","0.00039353847823200497","0","1.4862878799489455e-05","0.00015389337311691321","0","0.00029665864894393195","6.0190909799996641e-06","8.2818294318750716e-08","5.7272350133582804e-08","0","1.5922150295062597e-08","0","4.1826713176958314e-05","8.7177018861386989e-06","2.9734136970976292e-05","5.151997587166151e-07","1.7698728671244941e-05","0","7.0138562875020545e-06","5.5048484133190987e-05","9.0545694337282112e-06","0","4.2106351953492044e-06","0","0","8.0375645134103218e-05","1.2302130670490314e-05","5.0060476709291892e-05","3.0750530985150382e-05","7.1100507391634303e-05","0","0.00016722550871657487","8.0918039121052396e-08","0","0","2.5094912572008267e-05","2.2667280894232131e-05","0","0","0.00031638774296455327","0","0","5.3711775740845076e-05","0","0","0.00044313814105899986","0","0.001218292165856887","0","6.5972694395039419e-05"
"44","0","0.00031485811905126949","0","0","1.588099816239253e-07","0","3.732795243102036e-05","8.810290121012704e-06","0","0","7.086802132236385e-05","0","0.00078334598000412013","0","0.00020270342585229086","0.00024320647568968791","7.4666703500629733e-05","0","0.00015825247865853455","2.9927874391259339e-05","3.7951852513197171e-05","5.9673481159715042e-06","0.00024219979071886302","0","0.00015939505953159401","0.00017217422261247214","5.9137878335695008e-05","0.00023787056293770892","5.0459468952955008e-06","1.2215078088613989e-08","0.00020978254890551925","0.00041848653642486951","0","0","4.9622650822633411e-07","1.1846812722206342e-07","0","5.5149502036758855e-07","0","6.3094955927177789e-07","0.0002301068697379062","0","0","0","0.00017392618519506084","0.00093616424738197381","0","0","0","4.8042787113072564e-06","2.4209186599937408e-06","0","8.7788281273239679e-05","0","3.882263826650822e-07","4.0940718416094996e-05","0","1.7430785831136339e-06","0","2.312902464982008e-06","2.4683609323670826e-06","1.1085310555622679e-05","1.4658810158757787e-08","1.1186859154871416e-06","0","2.8654591884736627e-05","0.00017993790561245761","7.3912124833431798e-06","0","9.1264181665942158e-08","0","0","1.1262617071655495e-05","0","6.7290082628295663e-06","7.171946174936471e-06","9.5200395829400666e-05","0","3.6444223223756752e-05","0","7.5002675394983443e-06","0","6.9716964733892475e-07","1.6524973696072355e-05","0","0","1.552086215199322e-05","0","0","2.739274147605099e-05","0","0","2.9743084666099001e-05","0","0.0022840459600868557","9.2096478473018761e-06","8.4967053990195793e-06"
"45","0","0.00017891786140436573","3.3324610026406522e-06","0","0","0","9.32722590817907e-05","2.4416600354356407e-06","0","0","0.00021239538909592382","0","0.00037646273789101873","0","0.00024705376244988676","0.0041837398619083473","4.8959773362771084e-05","0","3.874100036182329e-05","3.5491745195914656e-05","0.00021844904338771929","0.00015695365832492982","0.0002713483175950261","0","0.0012494114608369493","0.003698042012441837","0.00033786276902640172","1.2157195822845238e-05","3.6706024029339218e-05","1.3760283241304642e-07","0.00030438779582204123","0.00075359124018775203","0","0","2.6849730441167804e-07","4.0547987688467149e-05","0","1.11057278598457e-07","6.1905452189633944e-08","0","0.0012998728457991138","0","0","0","3.4129692168469041e-06","0.0020413671007943161","0","3.5916714437731028e-06","0","0.00021311408567046896","0","0","0.00084274848327668347","0","3.1945936181232922e-06","1.7308595658127563e-05","0","2.9571270649548627e-06","0","2.9111236694445822e-07","0","1.3991188405631397e-06","0","2.1221827055482286e-05","0","2.9407531401055303e-06","2.7156260395217488e-07","2.0828549189709839e-08","0","6.4095395570369658e-07","0","0","0.00026627541017125423","2.3781506588641946e-06","6.4538421975609422e-08","2.5192657852798801e-06","0.00038211485126924565","0","0.00042897462489825233","0","0","0","1.0809914967608077e-05","0.00141523167909619","0","0","7.7242755086811657e-05","0","0","7.4451263305963861e-05","0","0","2.7051288068982948e-06","0","0.0024551717238868983","0","2.9655873039366313e-08"
